"Date.and.Time","price","market_cap","total_volume","Date.and.Time.2","power.MAX..GW","power.MIN..GW","power.GUESS..GW","annualised.consumption.MAX..TWh","annualised.consumption.MIN..TWh","annualised.consumption.GUESS..TWh","Predicted","Detrended"
"2013-04-28 00:00:00 UTC",135.3,1500517590,0,2013-04-28,0.211529915,0.000734066,0.040153088,1.854271234,0.006434819,0.351981966,-26.8392183180134,27.1912002840134
"2013-04-29 00:00:00 UTC",141.96,1575032004,0,2013-04-29,0.215392634,0.00074747,0.040886318,1.888131827,0.006552324,0.35840946,-26.8004417876423,27.1588512476423
"2013-04-30 00:00:00 UTC",135.3,1501657493,0,2013-04-30,0.214698551,0.000745062,0.040754565,1.882047499,0.00653121,0.357254519,-26.7616652572713,27.1189197762713
"2013-05-01 00:00:00 UTC",117,1298951550,0,2013-05-01,0.216085821,0.000749876,0.0410179,1.894208304,0.006573411,0.359562911,-26.7228887269001,27.0824516379001
"2013-05-02 00:00:00 UTC",103.43,1148667722,0,2013-05-02,0.212122761,0.000736123,0.040265623,1.859468126,0.006452854,0.352968451,-26.6841121965291,27.0370806475291
"2013-05-03 00:00:00 UTC",91.01,1011066494,0,2013-05-03,0.20896322,0.000725158,0.039665872,1.83177159,0.006356739,0.347711032,-26.645335666158,26.993046698158
"2013-05-04 00:00:00 UTC",111.25,1236351844,0,2013-05-04,0.214761781,0.000745281,0.040766568,1.882601776,0.006533134,0.357359733,-26.6065591357869,26.9639188687869
"2013-05-05 00:00:00 UTC",116.79,1298377788,0,2013-05-05,0.216281327,0.000750554,0.041055011,1.895922112,0.006579359,0.35988823,-26.5677826054158,26.9276708354158
"2013-05-06 00:00:00 UTC",118.33,1315992304,0,2013-05-06,0.218559216,0.000758459,0.041487405,1.915890088,0.006648653,0.363678596,-26.5290060750448,26.8926846710448
"2013-05-07 00:00:00 UTC",106.4,1183766500,0,2013-05-07,0.223047874,0.000774036,0.042339453,1.955237663,0.0067852,0.371147642,-26.4902295446736,26.8613771866736
"2013-05-08 00:00:00 UTC",112.64,1253655040,0,2013-05-08,0.225939234,0.00078407,0.042888297,1.980583325,0.006873156,0.375958813,-26.4514530143025,26.8274118273025
"2013-05-09 00:00:00 UTC",113,1258130700,0,2013-05-09,0.232135007,0.000805571,0.044064393,2.034895475,0.007061634,0.386268468,-26.4126764839315,26.7989449519315
"2013-05-10 00:00:00 UTC",118.78,1322989457,0,2013-05-10,0.239363411,0.000830655,0.045436505,2.098259661,0.007281524,0.398296401,-26.3738999535603,26.7721963545603
"2013-05-11 00:00:00 UTC",113.01,1259239352,0,2013-05-11,0.244113504,0.000847139,0.046338178,2.13989898,0.007426024,0.406200471,-26.3351234231893,26.7413238941893
"2013-05-12 00:00:00 UTC",114.713,1278708679,0,2013-05-12,0.245621137,0.000852371,0.04662436,2.153114883,0.007471887,0.408709144,-26.2963468928182,26.7050560368182
"2013-05-13 00:00:00 UTC",117.18,1306721052,0,2013-05-13,0.251235418,0.000871854,0.047690076,2.202329676,0.007642675,0.418051208,-26.2575703624472,26.6756215704472
"2013-05-14 00:00:00 UTC",114.5,1277278988,0,2013-05-14,0.251850722,0.00087399,0.047806874,2.207723427,0.007661393,0.419075061,-26.218793832076,26.637868893076
"2013-05-15 00:00:00 UTC",114.156,1273849681,0,2013-05-15,0.250104756,0.000867931,0.047475451,2.192418291,0.00760828,0.416169806,-26.180017301705,26.596187107705
"2013-05-16 00:00:00 UTC",115.5,1289277412,0,2013-05-16,0.250170384,0.000868158,0.047487909,2.192993585,0.007610277,0.41627901,-26.1412407713339,26.5575197813339
"2013-05-17 00:00:00 UTC",123.1,1374605382,0,2013-05-17,0.25156466,0.000872997,0.047752573,2.205215806,0.007652691,0.418599059,-26.1024642409627,26.5210632999627
"2013-05-18 00:00:00 UTC",123.88,1383755085,0,2013-05-18,0.248142122,0.00086112,0.0471029,2.175213842,0.007548576,0.412904018,-26.0636877105917,26.4765917285917
"2013-05-19 00:00:00 UTC",120.501,1346499262,0,2013-05-19,0.248327968,0.000861765,0.047138177,2.176842969,0.00755423,0.413213263,-26.0249111802206,26.4381244432206
"2013-05-20 00:00:00 UTC",122.58,1370131821,0,2013-05-20,0.238009634,0.000825957,0.045179528,2.086392452,0.007240342,0.396043741,-25.9861346498495,26.3821783908495
"2013-05-21 00:00:00 UTC",122.9,1374154118,0,2013-05-21,0.237321747,0.00082357,0.045048952,2.080362433,0.007219416,0.394899109,-25.9473581194784,26.3422572284784
"2013-05-22 00:00:00 UTC",123,1375791900,0,2013-05-22,0.240761191,0.000835506,0.045701835,2.110512599,0.007324045,0.400622282,-25.9085815891074,26.3092038711074
"2013-05-23 00:00:00 UTC",125.748,1407041528,0,2013-05-23,0.246722896,0.000856195,0.046833499,2.162772907,0.007505403,0.410542452,-25.8698050587362,26.2803475107362
"2013-05-24 00:00:00 UTC",131.7,1474180657,0,2013-05-24,0.248557268,0.00086256,0.047181704,2.178853008,0.007561205,0.413594813,-25.8310285283652,26.2446233413652
"2013-05-25 00:00:00 UTC",130.77,1464316690,0,2013-05-25,0.253216135,0.000878728,0.04806606,2.21969264,0.007702929,0.421347085,-25.7922519979941,26.2135990829941
"2013-05-26 00:00:00 UTC",134.6,1507769010,0,2013-05-26,0.258049017,0.000895499,0.048983449,2.262057682,0.007849948,0.429388913,-25.7534754676229,26.1828643806229
"2013-05-27 00:00:00 UTC",128.985,1445444606,0,2013-05-27,0.272311186,0.000944993,0.051690726,2.387079859,0.008283808,0.453120906,-25.7146989372519,26.1678198432519
"2013-05-28 00:00:00 UTC",129.179,1448115967,0,2013-05-28,0.277045057,0.000961421,0.05258932,2.428576972,0.008427814,0.460997982,-25.6759224068808,26.1369203888808
"2013-05-29 00:00:00 UTC",132.13,1481781795,0,2013-05-29,0.283123431,0.000982514,0.053743131,2.481859992,0.008612721,0.471112285,-25.6371458765097,26.1082581615097
"2013-05-30 00:00:00 UTC",127.401,1429308634,0,2013-05-30,0.287814563,0.000998794,0.054633612,2.522982461,0.008755427,0.478918245,-25.5983693461386,26.0772875911386
"2013-05-31 00:00:00 UTC",127.98,1436386730,0,2013-05-31,0.292655778,0.001015594,0.055552583,2.565420549,0.008902698,0.486973939,-25.5595928157676,26.0465667547676
"2013-06-01 00:00:00 UTC",129.09,1449499974,0,2013-06-01,0.306889813,0.00106499,0.058254519,2.690196101,0.009335703,0.510659117,-25.5208162853964,26.0314754023964
"2013-06-02 00:00:00 UTC",121.3,1362684200,0,2013-06-02,0.315857369,0.00109611,0.059956761,2.7688057,0.009608499,0.525580969,-25.4820397550253,26.0076207240253
"2013-06-03 00:00:00 UTC",121.16,1361765704,0,2013-06-03,0.325074029,0.001128094,0.061706288,2.849598938,0.009888873,0.540917325,-25.4432632246543,25.9841805496543
"2013-06-05 00:00:00 UTC",121.309,1364113640,0,2013-06-04,0.338774467,0.001175638,0.064306937,2.969696975,0.010305646,0.563714606,-25.4044866942832,25.9682013002832
"2013-06-06 00:00:00 UTC",121.714,1369233814,0,2013-06-05,0.348066857,0.001207885,0.066070839,3.051154073,0.010588324,0.579176977,-25.3657101639121,25.9448871409121
